ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT056-1,săbərgu pʼeːš săbərəjʔdna,,săbərgu pʼeːš săbərəjʔd-na,broom stove sweep-PTCP,A broom sweeping the stove,Gusev et al. 2023:NN_1914_Riddles_flk.025 (001.025)
UT056-2,tüžöj ej surdona,,tüžöj ej surdo-na,cow NEG milk-PTCP,The cow was not milked,Gusev et al. 2023:KZ_196X_TripToAginskoe2_nar.028 (029)
UT060,amorbin’i,,amor-bi-n’i,eat-PTCP-LOC.POSS.1SG,When I was eating,Klumpp 2016:56
UT061,kamǝn măn amorbińi dĭ šobi,,kamǝn măn amor-bi-ńi dĭ šo-bi,when 1SG.NOM/GEN eat-PTCP-LAT.LOC.POSS.1SG DEM come-PST,He came while I was eating,Klumpp 2016:56
UT063-1,šolaʔ iʔbəne kuza,,šo-laʔ iʔbə-ne kuza,come-CV lie-PTCP person,An approaching person,Klumpp 2016:60
UT063-2,kömǝ poʔdǝ iʔböne ťogǝn noʔ ej özerie,,kömǝ poʔdǝ iʔb=ö-ne ťo-gǝn noʔ ej özer-ie.,red goat lie=DUR-PTCP place-LOC grass not grow-PRS,At a place where the red goat had been lying grass doesn’t grow,Klumpp 2016:63
UT064-1,šona kuza,,šo-na kuza,come-AG.NMLZ man,Arrival (literally: a person who has arrived),Klumpp 2016:54
UT064-2,kola mĭnzerona,,kola mĭnzer-o-na,fish boil-INTR-PTCP,Boiled fish,Gusev et al. 2023:PKZ_196X_SU0213.156 (156)
UT065-1,ťemdǝge maʔ,,ťemdǝ-ge maʔ,warm-PTCP tent,Warmed tent,Klumpp 2016:54
UT065-2,ej surarga kānǝm kānǝn noʔbdǝ tonnaʔbǝ,,ej surar-ga kān-ǝm kān-ǝn noʔb-dǝ tonnaʔbǝ,not ask-PTCP khan-ACC khan-GEN grass-POSS.3SG step.on.DUR.PRS,Without asking the Khan he steps on the Khan’s grass,Klumpp 2016:55
UT066,amordəna ťardə ťünə hendə,,amor=də-na ťardə ťü-nə hen-də,eat=TR-PTCP board floor-LAT put-IMP.2SG.OC,Put the eating board on the floor!,Klumpp 2016:70
UT068,saj jaʔbi,,saj jaʔ-bi,off chop-PST,S/he chopped off,Klumpp 2016:80
UT071,kamǝn măn amorbińi dĭ šobi,,kamǝn măn amor-bi-ńi dĭ šo-bi,when 1SG.NOM/GEN eat-PTCP-LAT.LOC.POSS.1SG DEM come-PST,He came while I was eating,Klumpp 2016:56
UT072,dĭ büźem ambinan ťorlal,,dĭ büźe-m am-bi-nan ťor-la-l,DEM man-ACC eat-PTCP-LAT.LOC.POSS.2SG cry-FUT-2SG,(In case of your) eating this man you will cry,Klumpp 2016:56
UT073,dʼalaʔi bar numoʔi,,dʔala-ʔi bar numo-ʔi,day-PL PTCL long-PL,Days are long,Gusev et al. 2023:PKZ_196X_SU0210.104 (104)
UT075,"dĭ ne aspaʔdǝbǝ ibi, šü-ndǝ toʔgǝndǝ nuldǝbi",,"dĭ ne aspaʔ-dǝ-bǝ i-bi, šü-ndǝ toʔ-gǝndǝ nu=ldǝ-bi",DEM woman cauldron-3SG-ACC.3SG take-PST fire-GEN.3SG side-LAT.LOC.3SG stand=TR-PST,"The woman took her cauldron, and placed it at the side of her fire",Klumpp 2016:65
UT076,toʔnǝ : toʔgǝn : toʔgǝʔ,,toʔ-nǝ : toʔ-gǝn : toʔ-gǝʔ,side-LAT : side-LOC : side-ABL,"at the side, to the side : at the side : from the side",Klumpp 2016:65
UT080,šide kaga,,šide kaga,two brother,Two brothers,Gusev et al. 2016:PKZ_196X_SU0225.137 (141)
UT081,sagǝr konun kubabǝ šuktǝlgut!,,sagǝr konu-n kuba-bǝ šuktǝl-gut!,black bear-GEN skin-ACC.POSS.3SG spread.bed-IMP.2PL.OC,Spread out a black bear’s skin!,Klumpp 2016:70
UT086,panǝ,,pa-nǝ,tree-LAT,Onto a tree,Klumpp 2016:30
UT087,ťejegǝn,,ťeje-gǝn,Taiga-LOC,In the Taiga,Klumpp 2016:64
UT088,mazǝrogǝʔ,,mazǝro-gǝʔ,smoke.hole-ABL,from the smoke hole,Klumpp 2016:76
UT089,maʔgǝndǝ,,maʔ-gǝn-dǝ,tent-LAT.LOC-POSS.3SG,"to his/her tent, in his/her tent",Klumpp 2016:77
UT093,tănźǝʔ,,tăn-źǝʔ,2SG-INS,With you,Klumpp 2016:77
UT100,piʔmə šerbi,,piʔmə šer-bi,pants.SG dress-3SG,S/he put on trousers,Gusev et al. 2023:PKZ_196X_SU0225.213 (217)
UT103,todən,,to-dən,reindeer-POSS.3PL,Their reindeer,Klumpp 2016:46
UT105,ulut tĭrǝllüʔbi,,ulu-t tĭrǝl=lüʔ-bi,head-3SG roll=MOM-PST,The head (literally: her/his head) made a roll,Klumpp 2016:76
UT106-1,šindi dĭn?,,šindi dĭn,who here,Who was here?,Gusev et al. 2023:PKZ_196X_SU0191.PKZ.160 (160)
UT106-2,tĭmnel ĭmbi tănan mălliam?,,tĭmne-l ĭmbi tănan măl-lia-m,know-2SG what 2SG.LAT say-PRS-1SG,Do you know what I say to you?,Gusev et al. 2023:PKZ_19700821_09340-1a.PKZ.068 (091)
UT109,dĭgǝttǝ măn dĭm kubi,,dĭgǝttǝ măn dĭ-m ku-bi,then 1SG DEM-ACC find-PST,Then I found him/her,Klumpp 2016:30
UT110,dĭ bargǝttǝn bile kuza,,dĭ bar-gǝt-tǝn bile kuza,DEM all-ABL-3PL bad person,S/he is the worst person of all.,Klumpp 2016:65
UT111,öʔlit kazǝr askǝrim!,,öʔli-t kazǝr askǝr-i-m,release-IMP.2SG.OC wild.stallion-PL-ACC,Let the wild stallions loose!,Klumpp 2016:66
UT114-1,măn dʼaktə vedʼ,,măn dʼaktə vedʼ,1SG old PTCL,I am old,Gusev et al. 2023:PKZ_19700819_09343-1a.PKZ.060 (088)
UT114-2,kuju šān,,kuju šān,old time,Old time,Donner and Joki 1944:33
UT117-1,bat,,bat,shoulder,Shoulder,Klumpp 2016:41
UT117-2,bāt,,bā-t,price-POSS.3SG,Its price,Klumpp 2016:41
UT122,kola,,kola,fish,Fish,Gusev et al. 2023:PKZ_196X_FoxAndBear_flk.015 (016)
UT123-1,mori ibi,,mori i·-bi,stingy be-PST,He was stingy,Gusev et al. 2023:PKZ_196X_StingyMan2_flk.003 (003)
UT123-2,paʔi ibi i šonəga,,pa-ʔi i-bi· i šonə-ga,tree-PL take-PST go-PRS,He took wood and was going (home),Gusev et al. 2023:PKZ_196X_SU0224.118 (125)
UT124,kutlaʔbi,,kut-la·ʔ-bi,catch-CVB-PST,Caught,Gerson Klumpp (p.c. 2024)
UT126,amorzittə,,amo·r-zittə,eat-INF.LAT,To eat,Klumpp 2016:42
UT127,dʼije,,dʼije,forest,Forest,Gusev et al. 2023:PKZ_196X_SU0229.195 (195)
UT128-1,nezeŋ,,ne-zeŋ,woman-PL,Women,Klumpp 2016:41
UT128-2,ijazaŋ,,ija-zaŋ,mother-PL,Mothers,Klumpp 2016:41
UT130,tĭmebǝ,,tĭme-bǝ,rope-POSS.3SG,His/her rope,Klumpp 2016:41
UT134,urgo măja,,urgo măja,big mountain,Big mountain,Klumpp 2016:27
UT135,nünniet,,nün-nie-t,hear-PRS-3SG.OC,S/he hears,Klumpp 2016:79
UT136,šĭndi dön ibi?,,šĭndi dön i-bi?,who here be-PST,Who was here?,Klumpp 2016:79
UT139,kåγdɒǹ,,kåγdɒǹ,wild reindeer,Wild reindeer,Klumpp 2016:33
UT146,iʔ tʼoraʔ!,,i-ʔ tʼor-a-ʔ,NEG.AUX-IMP.2SG cry-EP-CNG,Don't cry!,Gusev et al. 2023:AA_1914_Corpse_flk.102 (005.022)
UT147,ḱama,,ḱama,marrow,Marrow,Klumpp 2016:42
UT148,celɨj băra,,celɨj băra,whole sack,A full sack,Gusev et al. 2023:PKZ_196X_CatMouse_flk.007 (007)
UT149,ńi,,ńi,boy; son,Boy; son,Klumpp 2016:38
UT151,a bostu kambi ke’bdi nĭŋgǝśtə,,a bos-tu kam-bi ke’bdi nĭŋgǝ-śtə,but self-POSS.3SG go-PST berry.pick-INF.LAT,And s/he herself/himself went picking berries,Klumpp 2016:30
UT153,sʼabiam čumdə,,sʼa-bia-m čum-də,climb-PST-1SG tent-LAT,I climbed on/in the tent,Gusev et al. 2023:PKZ_196X_SU0210.025 (025)
UT154-1,sĭre,,sĭre,white,White,Gusev et al. 2023:PKZ_196X_SU0223.PKZ.034 (034)
UT154-2,dĭbər šobibaʔ,,dĭbər šo-bi-baʔ,there come-PST-1PL,We came there,Gusev et al. 2023:PKZ_196X_SU0223.PKZ.185 (192)
UT155,üďǝge ešši,,üďǝge ešši,little child,Little child,Klumpp 2016:16; Klumpp 2016:42
UT156,uʔbdaʔ döbǝr!,,uʔbda-ʔ döbǝr,get.up-IMP.2SG here,Come here!,Klumpp 2016:75
UT158,paraʔ!,,par-a-ʔ ,return-EP-IMP.2SG,Return!,Klumpp 2016:42
UT159,iʔ helaːzʼət!,,i-ʔ helaː-zʼət,take-IMP.2SG make.friends-INF,Take me as a companion!,Gusev et al. 2023:AA_1914_Khan_flk.016 (001.016)
UT161,båtx͔ə̑ńi xɛmbii̯o͕m,,båt-x͔ə̑ńi xɛm-bii̯o͕-m,shoulder-LAT.LOC.POSS.1SG put-PST-1SG,I laid on my shoulder,Donner and Joki 1944:21
UT162,båδ-,,båδ-,cut-,Cut-,Klumpp 2016:40
UT163,darowa igel!,,darowa i-ge-l,PTCL be-PRS-2SG,Hello!,Gusev et al. 2023:PKZ_196X_SU0218.083 (085)
